feeder,band,band_priority,committed_hours_per_day,primary_business_units,cap_oct,cap_nov,cap_dec,cap_mean,cap_total_q4,cap_for_weight,cap_imputed_flag,demand_weight,avg_interruptions_per_day,avg_interruption_duration_hours,avg_response_time_calls_hours,avg_response_time_complaints_hours,in_myto,in_caps_oct,in_caps_nov,in_caps_dec,months_present,band_myto,band_oct,business_units_oct,n_bus_oct,band_nov,business_units_nov,n_bus_nov,band_dec,business_units_dec,n_bus_dec
11-SecretariatINJ-T2-7UP,B,4,16.0,IKEJA BU,793.0,817.0,834.0,814.6666666666666,2444.0,814.6666666666666,False,0.00328581005429191,,,,,False,True,True,True,3,,B,IKEJA BU,1.0,B,IKEJA BU,1.0,B,IKEJA BU,1.0
11-SecretariatINJ-T2-7Up,B,4,17.0,,,,,,,705.793427230047,True,0.0028466896147041334,5.72,4.3069444444444445,0.016666666666666666,4.3069444444444445,True,False,False,False,0,B,,,,,,,,,
33-AlimoshoTCN-EKORO,B,4,17.0,,,,,,,705.793427230047,True,0.0028466896147041334,1.69,6.008611111111111,0.016666666666666666,6.008611111111111,True,False,False,False,0,B,,,,,,,,,
33-AyoboTCN-ABULE TAYLOR,B,4,17.0,AKOWONJO BU,700.0,722.0,737.0,719.6666666666666,2159.0,719.6666666666666,False,0.002902644806553287,1.69,7.300833333333333,0.016666666666666666,7.300833333333333,True,True,True,True,3,B,B,AKOWONJO BU,1.0,B,AKOWONJO BU,1.0,B,AKOWONJO BU,1.0
33-AyoboTCN-AMIKANLE,B,4,17.0,AKOWONJO BU,717.0,739.0,755.0,737.0,2211.0,737.0,False,0.002972555658772264,1.69,10.26888888888889,0.016666666666666666,10.26888888888889,True,True,True,True,3,B,B,AKOWONJO BU,1.0,B,AKOWONJO BU,1.0,B,AKOWONJO BU,1.0
33-EjigboTCN-AGODO,B,4,17.0,OSHODI BU,757.0,780.0,796.0,777.6666666666666,2333.0,777.6666666666666,False,0.0031365772735937095,1.69,6.587222222222222,0.016666666666666666,6.587222222222222,True,True,True,True,3,B,A,OSHODI BU,1.0,A,OSHODI BU,1.0,A,OSHODI BU,1.0
33-EjigboTCN-IGANDO,B,4,17.0,OSHODI BU,1150.0,1185.0,1210.0,1181.6666666666667,3545.0,1181.6666666666667,False,0.004766037906082169,0.25,9.597222222222223,0.016666666666666666,9.597222222222223,True,True,True,True,3,B,A,OSHODI BU,1.0,A,OSHODI BU,1.0,A,OSHODI BU,1.0
33-IkoroduTCN-FAKALE SOURCE,B,4,17.0,,,,,,,705.793427230047,True,0.0028466896147041334,1.69,11.747222222222222,0.016666666666666666,11.747222222222222,True,False,False,False,0,B,,,,,,,,,
33-IkoroduTCN-FAKALE Source,B,4,16.0,IKORODU BU,576.0,593.0,605.0,591.3333333333334,1774.0,591.3333333333334,False,0.002385035612239709,,,,,False,True,True,True,3,,B,IKORODU BU,1.0,B,IKORODU BU,1.0,B,IKORODU BU,1.0
33-IkoroduTCN-OWUTU,B,4,17.0,IKORODU BU,469.0,483.0,493.0,481.6666666666667,1445.0,481.6666666666667,False,0.0019427150280081056,0.25,5.680833333333334,0.016666666666666666,4.674444444444445,True,True,True,True,3,B,B,IKORODU BU,1.0,B,IKORODU BU,1.0,B,IKORODU BU,1.0
33-MarylandTCN-AJEGUNLE,B,4,17.0,IKORODU BU;SHOMOLU BU,1292.0,1331.0,1359.0,1327.3333333333333,3982.0,1327.3333333333333,False,0.005353557952614724,1.69,7.111944444444444,0.016666666666666666,7.111944444444444,True,True,True,True,3,B,B,IKORODU BU;SHOMOLU BU,2.0,B,IKORODU BU;SHOMOLU BU,2.0,B,IKORODU BU;SHOMOLU BU,2.0
33-MarylandTCN-AJEGUNLE INTERFACE,B,4,16.0,IKORODU BU;SHOMOLU BU,921.0,948.0,969.0,946.0,2838.0,946.0,False,0.0038155192037972346,,,,,False,True,True,True,3,,B,IKORODU BU;SHOMOLU BU,2.0,B,IKORODU BU;SHOMOLU BU,2.0,B,IKORODU BU;SHOMOLU BU,2.0
33-OgbaTCN-ABEOKUTA EXP.,B,4,17.0,ABULE-EGBA BU;AKOWONJO BU,1225.0,1262.0,1289.0,1258.6666666666667,3776.0,1258.6666666666667,False,0.005076603422670316,1.69,8.718055555555555,0.016666666666666666,8.718055555555555,True,True,True,True,3,B,B,ABULE-EGBA BU;AKOWONJO BU,2.0,B,ABULE-EGBA BU;AKOWONJO BU,2.0,B,ABULE-EGBA BU;AKOWONJO BU,2.0
33-OworonshokiTCN-ALAPERE,B,4,17.0,,,,,,,705.793427230047,True,0.0028466896147041334,0.45,4.674444444444445,0.001388888888888889,4.674444444444445,True,False,False,False,0,B,,,,,,,,,
33-OworonshokiTCN-NEW OWORO,B,4,17.0,,,,,,,705.793427230047,True,0.0028466896147041334,0.45,4.674444444444445,0.001388888888888889,4.674444444444445,True,False,False,False,0,B,,,,,,,,,
11-AbesanINJ-T1-Baruwa,C,3,13.0,AKOWONJO BU,267.0,276.0,281.0,274.6666666666667,824.0,274.6666666666667,False,0.0011078181197776327,6.72,6.030555555555556,0.016666666666666666,6.030555555555556,True,True,True,True,3,C,D,AKOWONJO BU,1.0,D,AKOWONJO BU,1.0,D,AKOWONJO BU,1.0
11-AbesanINJ-T1-Ipaja,C,3,13.0,AKOWONJO BU,356.0,367.0,375.0,366.0,1098.0,366.0,False,0.0014761945333930104,6.72,8.074444444444444,0.016666666666666666,8.074444444444444,True,True,True,True,3,C,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0
11-AbesanINJ-T2-Abesan,C,3,13.0,AKOWONJO BU,368.0,380.0,388.0,378.6666666666667,1136.0,378.6666666666667,False,0.0015272832330914935,6.72,10.0,0.016666666666666666,10.0,True,True,True,True,3,C,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0
11-AbesanINJ-T2-Shagari,C,3,13.0,AKOWONJO BU,376.0,387.0,395.0,386.0,1158.0,386.0,False,0.0015568609013379836,6.72,24.16361111111111,0.016666666666666666,24.16361111111111,True,True,True,True,3,C,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0
11-Abule IrokoINJ-T1-Abule Iroko,C,3,13.0,ABULE-EGBA BU,184.0,190.0,194.0,189.33333333333334,568.0,189.33333333333334,False,0.0007636416165457468,6.72,9.201944444444443,0.016666666666666666,9.201944444444443,True,True,True,True,3,C,D,ABULE-EGBA BU,1.0,D,ABULE-EGBA BU,1.0,D,ABULE-EGBA BU,1.0
11-Abule IrokoINJ-T1-Alakuko,C,3,13.0,ABULE-EGBA BU;AKOWONJO BU,503.0,518.0,528.0,516.3333333333334,1549.0,516.3333333333334,False,0.0020825367324460594,6.72,7.085833333333333,0.016666666666666666,7.085833333333333,True,True,True,True,3,C,D,ABULE-EGBA BU;AKOWONJO BU,2.0,D,ABULE-EGBA BU;AKOWONJO BU,2.0,D,ABULE-EGBA BU;AKOWONJO BU,2.0
11-Abule IrokoINJ-T1-Books,C,3,13.0,ABULE-EGBA BU,261.0,269.0,275.0,268.3333333333333,805.0,268.3333333333333,False,0.001082273769928391,6.72,11.632777777777779,0.016666666666666666,11.632777777777779,True,True,True,True,3,C,C,ABULE-EGBA BU,1.0,C,ABULE-EGBA BU,1.0,C,ABULE-EGBA BU,1.0
11-Abule TaylorINJ-T1-Walter Anderm,C,3,13.0,AKOWONJO BU,380.0,391.0,400.0,390.3333333333333,1171.0,390.3333333333333,False,0.0015743386143927277,6.72,9.411111111111111,0.016666666666666666,9.411111111111111,True,True,True,True,3,C,D,AKOWONJO BU,1.0,D,AKOWONJO BU,1.0,D,AKOWONJO BU,1.0
11-AdaranijoINJ-T1- Arigbanla,C,3,12.0,AKOWONJO BU,,,369.0,369.0,369.0,369.0,False,0.0014882944885847562,,,,,False,False,False,True,1,,,,,,,,C,AKOWONJO BU,1.0
11-AdaranijoINJ-T1-Arigbanla,C,3,13.0,AKOWONJO BU,351.0,362.0,,356.5,713.0,356.5,False,0.001437878008619148,5.72,9.516666666666667,0.016666666666666666,9.516666666666667,True,True,True,False,2,C,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0,,,
11-AdaranijoINJ-T1-NYSC,C,3,13.0,AKOWONJO BU,421.0,434.0,443.0,432.6666666666667,1298.0,432.6666666666667,False,0.0017450824265429212,5.72,4.051388888888889,0.016666666666666666,4.051388888888889,True,True,True,True,3,C,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0
11-AdaranijoINJ-T1-Oyewole,C,3,13.0,AKOWONJO BU,369.0,381.0,389.0,379.6666666666667,1139.0,379.6666666666667,False,0.001531316551488742,5.72,5.5008333333333335,0.016666666666666666,5.5008333333333335,True,True,True,True,3,C,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0
11-AgegeINJ-T1-Iju Road,C,3,13.0,ABULE-EGBA BU;IKEJA BU,902.0,930.0,950.0,927.3333333333334,2782.0,927.3333333333334,False,0.0037402305937152595,5.72,5.005277777777778,0.016666666666666666,5.005277777777778,True,True,True,True,3,C,C,ABULE-EGBA BU;IKEJA BU,2.0,C,ABULE-EGBA BU;IKEJA BU,2.0,C,ABULE-EGBA BU;IKEJA BU,2.0
11-AgegeINJ-T1-Oko Oba,C,3,13.0,ABULE-EGBA BU;AKOWONJO BU,827.0,853.0,870.0,850.0,2550.0,850.0,False,0.003428320637661363,5.72,6.014722222222222,0.016666666666666666,6.014722222222222,True,True,True,True,3,C,C,ABULE-EGBA BU;AKOWONJO BU,2.0,C,ABULE-EGBA BU;AKOWONJO BU,2.0,C,ABULE-EGBA BU;AKOWONJO BU,2.0
11-AgegeINJ-T2-Abule Egba,C,3,13.0,AKOWONJO BU,377.0,389.0,397.0,387.6666666666667,1163.0,387.6666666666667,False,0.0015635830986667314,6.72,6.669722222222222,0.016666666666666666,6.669722222222222,True,True,True,True,3,C,D,AKOWONJO BU,1.0,D,AKOWONJO BU,1.0,D,AKOWONJO BU,1.0
11-AgegeINJ-T3-Pen Cinema,C,3,13.0,AKOWONJO BU,367.0,378.0,386.0,377.0,1131.0,377.0,False,0.0015205610357627455,6.72,2.4055555555555554,0.016666666666666666,2.4055555555555554,True,True,True,True,3,C,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0
11-AgegeINJ-T3-Tabon Tabon,C,3,13.0,AKOWONJO BU,369.0,380.0,388.0,379.0,1137.0,379.0,False,0.001528627672557243,6.72,7.847222222222222,0.016666666666666666,7.847222222222222,True,True,True,True,3,C,D,AKOWONJO BU,1.0,D,AKOWONJO BU,1.0,D,AKOWONJO BU,1.0
11-Ago OkotaINJ-T1-Amuwo Ind.,C,3,13.0,OSHODI BU,396.0,408.0,417.0,407.0,1221.0,407.0,False,0.0016415605876802055,6.72,5.941111111111112,0.016666666666666666,5.941111111111112,True,True,True,True,3,C,C,OSHODI BU,1.0,C,OSHODI BU,1.0,C,OSHODI BU,1.0
11-Ago OkotaINJ-T1-Fasheun,C,3,13.0,OSHODI BU,365.0,376.0,384.0,375.0,1125.0,375.0,False,0.0015124943989682483,6.72,7.831388888888888,0.016666666666666666,7.831388888888888,True,True,True,True,3,C,C,OSHODI BU,1.0,C,OSHODI BU,1.0,C,OSHODI BU,1.0
11-Ago OkotaINJ-T2-Lake View,C,3,13.0,OSHODI BU,494.0,509.0,520.0,507.6666666666667,1523.0,507.6666666666667,False,0.002047581306336571,6.72,4.531666666666666,0.016666666666666666,4.531666666666666,True,True,True,True,3,C,B,OSHODI BU,1.0,B,OSHODI BU,1.0,B,OSHODI BU,1.0
11-Ago OkotaINJ-T2-Oke Ogbere,C,3,13.0,OSHODI BU,363.0,374.0,382.0,373.0,1119.0,373.0,False,0.001504427762173751,6.72,4.319999999999999,0.016666666666666666,4.319999999999999,True,True,True,True,3,C,C,OSHODI BU,1.0,C,OSHODI BU,1.0,C,OSHODI BU,1.0
11-Agodo EgbeINJ-T1- Abanishe,C,3,12.0,OSHODI BU,,,383.0,383.0,383.0,383.0,False,0.0015447609461462376,,,,,False,False,False,True,1,,,,,,,,C,OSHODI BU,1.0
11-Agodo EgbeINJ-T1-Abanishe,C,3,13.0,OSHODI BU,364.0,375.0,,369.5,739.0,369.5,False,0.0014903111477833806,5.72,4.3469444444444445,0.016666666666666666,4.3469444444444445,True,True,True,False,2,C,C,OSHODI BU,1.0,C,OSHODI BU,1.0,,,
11-Agodo EgbeINJ-T1-Kudaki,C,3,13.0,OSHODI BU,424.0,437.0,446.0,435.6666666666667,1307.0,435.6666666666667,False,0.0017571823817346672,5.72,4.222777777777778,0.016666666666666666,4.222777777777778,True,True,True,True,3,C,C,OSHODI BU,1.0,C,OSHODI BU,1.0,C,OSHODI BU,1.0
11-AiyetoroINJ-T1-Bada,C,3,12.0,AKOWONJO BU,317.0,326.0,333.0,325.3333333333333,976.0,325.3333333333333,False,0.0013121729185715646,,,,,False,True,True,True,3,,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0
11-AiyetoroINJ-T1-Itele,C,3,12.0,AKOWONJO BU,338.0,348.0,356.0,347.3333333333333,1042.0,347.3333333333333,False,0.0014009059233110353,,,,,False,True,True,True,3,,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0
11-AjaoINJ-T1-Domino,C,3,13.0,OSHODI BU,802.0,826.0,844.0,824.0,2472.0,824.0,False,0.0033234543593328976,5.72,14.0625,0.016666666666666666,14.0625,True,True,True,True,3,C,B,OSHODI BU,1.0,B,OSHODI BU,1.0,B,OSHODI BU,1.0
11-AjaoINJ-T2-New Estate,C,3,13.0,IKEJA BU;OSHODI BU,1519.0,1565.0,1598.0,1560.6666666666667,4682.0,1560.6666666666667,False,0.006294665578639412,5.72,4.389444444444445,0.016666666666666666,4.389444444444445,True,True,True,True,3,C,C,IKEJA BU;OSHODI BU,2.0,C,IKEJA BU;OSHODI BU,2.0,C,IKEJA BU;OSHODI BU,2.0
11-AjaoINJ-T2-Sholanke,C,3,13.0,OSHODI BU,790.0,814.0,831.0,811.6666666666666,2435.0,811.6666666666666,False,0.003273710099100164,5.72,5.561944444444444,0.016666666666666666,5.561944444444444,True,True,True,True,3,C,A,OSHODI BU,1.0,A,OSHODI BU,1.0,A,OSHODI BU,1.0
11-AkokaINJ-T1-Community,C,3,12.0,SHOMOLU BU,401.0,414.0,422.0,412.3333333333333,1237.0,412.3333333333333,False,0.0016630716191321983,,,,,False,True,True,True,3,,C,SHOMOLU BU,1.0,C,SHOMOLU BU,1.0,C,SHOMOLU BU,1.0
11-Akute INJ-T1-Ishashi,C,3,13.0,ABULE-EGBA BU,227.0,234.0,239.0,233.33333333333334,700.0,233.33333333333334,False,0.0009411076260246879,6.72,6.374444444444444,0.016666666666666666,6.374444444444444,True,True,True,True,3,C,C,ABULE-EGBA BU,1.0,C,ABULE-EGBA BU,1.0,C,ABULE-EGBA BU,1.0
11-Akute INJ-T1-Majente,C,3,13.0,,,,,,,441.3595800524934,True,0.0017801437140276654,6.72,16.67138888888889,0.016666666666666666,16.67138888888889,True,False,False,False,0,C,,,,,,,,,
11-Akute INJ-T1-Oyeyemi,C,3,13.0,ABULE-EGBA BU,240.0,247.0,252.0,246.33333333333334,739.0,246.33333333333334,False,0.0009935407651889205,6.72,10.0,0.016666666666666666,10.0,True,True,True,True,3,C,C,ABULE-EGBA BU,1.0,C,ABULE-EGBA BU,1.0,C,ABULE-EGBA BU,1.0
11-AlajaINJ-T1-Fadayomi,C,3,13.0,AKOWONJO BU,327.0,337.0,344.0,336.0,1008.0,336.0,False,0.0013551949814755505,6.72,10.0,0.016666666666666666,10.0,True,True,True,True,3,C,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0
11-AlapereINJ-T1-Agboyi,C,3,13.0,SHOMOLU BU,371.0,383.0,391.0,381.6666666666667,1145.0,381.6666666666667,False,0.0015393831882832395,6.72,10.473611111111111,0.016666666666666666,10.473611111111111,True,True,True,True,3,C,C,SHOMOLU BU,1.0,C,SHOMOLU BU,1.0,C,SHOMOLU BU,1.0
11-AlimoshoINJ-T4-Akowonjo,C,3,13.0,AKOWONJO BU,367.0,378.0,386.0,377.0,1131.0,377.0,False,0.0015205610357627455,5.72,5.289444444444444,0.016666666666666666,5.289444444444444,True,True,True,True,3,C,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0
11-AlimoshoINJ-T4-Oki,C,3,13.0,AKOWONJO BU,457.0,471.0,481.0,469.6666666666667,1409.0,469.6666666666667,False,0.0018943152072411218,5.72,4.841944444444444,0.016666666666666666,4.841944444444444,True,True,True,True,3,C,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0
11-AlimoshoINJ-T6-Orelope,C,3,13.0,AKOWONJO BU,386.0,398.0,406.0,396.6666666666667,1190.0,396.6666666666667,False,0.0015998829642419694,6.72,6.403611111111111,0.016666666666666666,6.403611111111111,True,True,True,True,3,C,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0
11-AlimoshoINJ-T6-Shasha,C,3,13.0,AKOWONJO BU,368.0,379.0,387.0,378.0,1134.0,378.0,False,0.0015245943541599943,6.72,10.138333333333334,0.016666666666666666,10.138333333333334,True,True,True,True,3,C,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0
11-AlimoshoINJ-T8-Okunola,C,3,13.0,AKOWONJO BU,406.0,418.0,427.0,417.0,1251.0,417.0,False,0.001681893771652692,6.72,10.0775,0.016666666666666666,10.0775,True,True,True,True,3,C,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0
11-AmikanleINJ-T1-Aiyetobi,C,3,13.0,AKOWONJO BU,363.0,374.0,382.0,373.0,1119.0,373.0,False,0.001504427762173751,6.72,6.420833333333333,0.016666666666666666,6.420833333333333,True,True,True,True,3,C,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0
11-AmuwoINJ-T2-Jakande 1,C,3,13.0,OSHODI BU,414.0,426.0,435.0,425.0,1275.0,425.0,False,0.0017141603188306814,6.72,8.706666666666665,0.016666666666666666,8.706666666666665,True,True,True,True,3,C,C,OSHODI BU,1.0,C,OSHODI BU,1.0,C,OSHODI BU,1.0
11-AmuwoINJ-T2-Jakande 2,C,3,13.0,OSHODI BU,415.0,428.0,437.0,426.6666666666667,1280.0,426.6666666666667,False,0.0017208825161594292,6.72,12.25611111111111,0.016666666666666666,12.25611111111111,True,True,True,True,3,C,C,OSHODI BU,1.0,C,OSHODI BU,1.0,C,OSHODI BU,1.0
11-AyetoroINJ-T1-Bada,C,3,13.0,AKOWONJO BU,308.0,317.0,324.0,316.3333333333333,949.0,316.3333333333333,False,0.0012758730529963268,6.72,4.198611111111111,0.016666666666666666,4.198611111111111,True,True,True,True,3,C,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0
11-AyetoroINJ-T1-Itele,C,3,13.0,AKOWONJO BU,334.0,344.0,352.0,343.3333333333333,1030.0,343.3333333333333,False,0.0013847726497220405,6.72,7.594166666666666,0.016666666666666666,7.594166666666666,True,True,True,True,3,C,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0
11-AyoboINJ-T1-Ayobo,C,3,13.0,AKOWONJO BU,344.0,354.0,362.0,353.3333333333333,1060.0,353.3333333333333,False,0.0014251058336945271,6.72,8.518611111111111,0.016666666666666666,8.518611111111111,True,True,True,True,3,C,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0,C,AKOWONJO BU,1.0
11-AyoboINJ-T1-Ikola,C,3,13.0,AKOWONJO BU,293.0,302.0,309.0,301.3333333333333,904.0,301.3333333333333,False,0.0012153732770375967,6.72,10.0,0.016666666666666666,10.0,True,True,True,True,3,C,D,AKOWONJO BU,1.0,D,AKOWONJO BU,1.0,D,AKOWONJO BU,1.0
11-BeckleyINJ-T1-Agbe road,C,3,13.0,ABULE-EGBA BU,323.0,332.0,339.0,331.3333333333333,994.0,331.3333333333333,False,0.0013363728289550567,6.72,7.8275,0.016666666666666666,7.8275,True,True,True,True,3,C,C,ABULE-EGBA BU,1.0,C,ABULE-EGBA BU,1.0,C,ABULE-EGBA BU,1.0
11-BeckleyINJ-T1-Beckley,C,3,13.0,ABULE-EGBA BU,503.0,518.0,529.0,516.6666666666666,1550.0,516.6666666666666,False,0.0020838811719118087,6.72,8.283333333333333,0.016666666666666666,8.283333333333333,True,True,True,True,3,C,C,ABULE-EGBA BU,1.0,C,ABULE-EGBA BU,1.0,C,ABULE-EGBA BU,1.0
11-BolorunpeluINJ-T1-Idimu,C,3,13.0,OSHODI BU,352.0,362.0,370.0,361.3333333333333,1084.0,361.3333333333333,False,0.0014573723808725164,6.72,10.0,0.016666666666666666,10.0,True,True,True,True,3,C,C,OSHODI BU,1.0,C,OSHODI BU,1.0,C,OSHODI BU,1.0
11-BolorunpeluINJ-T1-Isijola,C,3,13.0,OSHODI BU,348.0,358.0,366.0,357.3333333333333,1072.0,357.3333333333333,False,0.0014412391072835219,6.72,10.0,0.016666666666666666,10.0,True,True,True,True,3,C,D,OSHODI BU,1.0,D,OSHODI BU,1.0,D,OSHODI BU,1.0
11-BolorunpeluINJ-T3-Liasu,C,3,13.0,OSHODI BU,355.0,366.0,374.0,365.0,1095.0,365.0,False,0.0014721612149957617,6.72,6.51,0.016666666666666666,6.51,True,True,True,True,3,C,D,OSHODI BU,1.0,D,OSHODI BU,1.0,D,OSHODI BU,1.0
11-IgandoINJ-T2-General Hospital,C,3,13.0,OSHODI BU,280.0,288.0,294.0,287.3333333333333,862.0,287.3333333333333,False,0.0011589068194761156,6.72,6.55,0.016666666666666666,6.55,True,True,True,True,3,C,D,OSHODI BU,1.0,D,OSHODI BU,1.0,D,OSHODI BU,1.0
11-IgbobiINJ-T1-Military,C,3,13.0,SHOMOLU BU,658.0,678.0,693.0,676.3333333333334,2029.0,676.3333333333334,False,0.002727867676005845,6.72,13.952222222222222,0.016666666666666666,13.952222222222222,True,True,True,True,3,C,C,SHOMOLU BU,1.0,C,SHOMOLU BU,1.0,C,SHOMOLU BU,1.0
11-IgbobiINJ-T2-Orthopaedic,C,3,13.0,SHOMOLU BU,645.0,665.0,679.0,663.0,1989.0,663.0,False,0.002674090097375863,5.72,5.5841666666666665,0.016666666666666666,5.5841666666666665,True,True,True,True,3,C,C,SHOMOLU BU,1.0,C,SHOMOLU BU,1.0,C,SHOMOLU BU,1.0
11-IgbogboINJ-T2-Agbele,C,3,13.0,IKORODU BU,264.0,272.0,278.0,271.3333333333333,814.0,271.3333333333333,False,0.001094373725120137,5.72,13.732222222222223,0.016666666666666666,13.732222222222223,True,True,True,True,3,C,D,IKORODU BU,1.0,D,IKORODU BU,1.0,D,IKORODU BU,1.0
11-IgbogboINJ-T2-Odofin,C,3,13.0,IKORODU BU,255.0,262.0,268.0,261.6666666666667,785.0,261.6666666666667,False,0.0010553849806134,5.72,7.512777777777778,0.016666666666666666,7.512777777777778,True,True,True,True,3,C,D,IKORODU BU,1.0,D,IKORODU BU,1.0,D,IKORODU BU,1.0
11-Ijaiye OjokoroINJ-T1- Abeokuta Express,C,3,12.0,ABULE-EGBA BU;AKOWONJO BU,,,499.0,499.0,499.0,499.0,False,0.0020126258802270823,,,,,False,False,False,True,1,,,,,,,,C,ABULE-EGBA BU;AKOWONJO BU,2.0
11-Ijaiye OjokoroINJ-T1- Jankara,C,3,12.0,ABULE-EGBA BU,,,342.0,342.0,342.0,342.0,False,0.0013793948918590425,,,,,False,False,False,True,1,,,,,,,,C,ABULE-EGBA BU,1.0
11-Ijaiye OjokoroINJ-T1-Abeokuta Express,C,3,13.0,ABULE-EGBA BU;AKOWONJO BU,474.0,488.0,,481.0,962.0,481.0,False,0.0019400261490766066,6.72,16.79527777777778,0.016666666666666666,16.79527777777778,True,True,True,False,2,C,C,ABULE-EGBA BU;AKOWONJO BU,2.0,C,ABULE-EGBA BU;AKOWONJO BU,2.0,,,
11-Ijaiye OjokoroINJ-T1-Agbado 2,C,3,13.0,,,,,,,441.3595800524934,True,0.0017801437140276654,6.72,5.835277777777778,0.016666666666666666,5.835277777777778,True,False,False,False,0,C,,,,,,,,,
11-Ijaiye OjokoroINJ-T1-Jankara,C,3,13.0,ABULE-EGBA BU,325.0,335.0,,330.0,660.0,330.0,False,0.0013309950710920584,6.72,9.617222222222223,0.016666666666666666,9.617222222222223,True,True,True,False,2,C,C,ABULE-EGBA BU,1.0,C,ABULE-EGBA BU,1.0,,,
11-Ijaiye OjokoroINJ-T2- Agbado 2,C,3,12.0,ABULE-EGBA BU,,,264.0,264.0,264.0,264.0,False,0.0010647960568736469,,,,,False,False,False,True,1,,,,,,,,C,ABULE-EGBA BU,1.0
11-Ijaiye OjokoroINJ-T2-Agbado 2,C,3,12.0,ABULE-EGBA BU,251.0,259.0,,255.0,510.0,255.0,False,0.0010284961912984088,,,,,False,True,True,False,2,,C,ABULE-EGBA BU,1.0,C,ABULE-EGBA BU,1.0,,,
11-IjegunINJ-T1-Obalagbe,C,3,13.0,OSHODI BU,230.0,237.0,242.0,236.33333333333334,709.0,236.33333333333334,False,0.0009532075812164339,6.72,10.495277777777776,0.016666666666666666,10.495277777777776,True,True,True,True,3,C,D,OSHODI BU,1.0,D,OSHODI BU,1.0,D,OSHODI BU,1.0
11-IjuINJ-T1-Asore,C,3,13.0,ABULE-EGBA BU,343.0,353.0,360.0,352.0,1056.0,352.0,False,0.001419728075831529,5.72,8.631111111111112,0.016666666666666666,8.631111111111112,True,True,True,True,3,C,B,ABULE-EGBA BU,1.0,B,ABULE-EGBA BU,1.0,B,ABULE-EGBA BU,1.0
11-IjuINJ-T1-Grailand,C,3,13.0,ABULE-EGBA BU,354.0,364.0,372.0,363.3333333333333,1090.0,363.3333333333333,False,0.001465439017667014,5.72,7.579166666666667,0.016666666666666666,7.579166666666667,True,True,True,True,3,C,D,ABULE-EGBA BU,1.0,D,ABULE-EGBA BU,1.0,D,ABULE-EGBA BU,1.0
11-IjuINJ-T2-Agbado 1,C,3,13.0,ABULE-EGBA BU,253.0,260.0,266.0,259.6666666666667,779.0,259.6666666666667,False,0.0010473183438189026,6.72,8.071111111111112,0.016666666666666666,8.071111111111112,True,True,True,True,3,C,C,ABULE-EGBA BU,1.0,C,ABULE-EGBA BU,1.0,C,ABULE-EGBA BU,1.0
11-IjuINJ-T2-Ishaga,C,3,13.0,ABULE-EGBA BU,398.0,410.0,419.0,409.0,1227.0,409.0,False,0.0016496272244747028,6.72,7.093055555555555,0.016666666666666666,7.093055555555555,True,True,True,True,3,C,C,ABULE-EGBA BU,1.0,C,ABULE-EGBA BU,1.0,C,ABULE-EGBA BU,1.0
11-IlapoINJ-T1-Ilapo,C,3,13.0,AKOWONJO BU,263.0,271.0,277.0,270.3333333333333,811.0,270.3333333333333,False,0.0010903404067228882,6.72,16.67138888888889,0.016666666666666666,16.67138888888889,True,True,True,True,3,C,D,AKOWONJO BU,1.0,D,AKOWONJO BU,1.0,D,AKOWONJO BU,1.0
11-IlupejuINJ-T3-L & K,C,3,13.0,OSHODI BU,591.0,609.0,622.0,607.3333333333334,1822.0,607.3333333333334,False,0.002449568706595688,5.72,8.746666666666666,0.016666666666666666,8.746666666666666,True,True,True,True,3,C,C,OSHODI BU,1.0,C,OSHODI BU,1.0,C,OSHODI BU,1.0
